job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Backend Developer,Backend Developer,senior,Up to $2500,At office,"['E-commerce', 'Retail and Wholesale', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['Java', 'PostgreSql', 'NodeJS', 'AWS']",,"['PostgreSql', 'AWS']",,,['Java'],['NodeJS'],Vinamilk,Ho Chi Minh,2025-10-31
Backend Developer,Backend Developer,mid,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['Golang', 'ReactJS']",,,['ReactJS'],,['Golang'],,Buymed,Ho Chi Minh,2025-10-31
Backend Developer,Backend Developer,all level,Unknown,At office,"['IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software']","['Java', 'CI/CD', 'English', 'Microservices']",['English'],,,,['Java'],"['CI/CD', 'Microservices']",Home Credit Vietnam,Ho Chi Minh,2025-10-31
Fullstack Developer,Fullstack Developer,mid,Unknown,At office,"['Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Java', 'Spring', 'AngularJS', 'JavaScript', 'English']",['English'],,"['Spring', 'AngularJS']",,"['Java', 'JavaScript']",,PAL TECH,Ho Chi Minh,2025-10-31
Backend Developer,Backend Developer,intern,Up to $4500,Remote,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Golang', 'Docker', 'AWS', 'TypeScript', 'SQL']",,"['Docker', 'AWS']",,,"['Golang', 'TypeScript', 'SQL']",,AcceleratorApp,Other,2025-10-31
Backend Developer,Backend Developer,intern,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'OOP', 'API', 'NoSQL', 'SQL', 'Spring']",,['API'],['Spring'],,"['Java', 'SQL']","['OOP', 'NoSQL']",TMA Solutions,Other,2025-10-31
Business Analyst,Manager / Lead,junior,Unknown,At office,['Banking'],['Finance'],"['Business Analysis', 'API', 'Microservices']",,['API'],,,,"['Business Analysis', 'Microservices']",Ngân hàng TMCP Phương Đông | OCB,Ho Chi Minh,2025-10-31
Scrum Master / Agile Coach,Manager / Lead,principal,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Agile', 'Scrum', 'AI', 'Jira', 'Python', 'English']",['English'],['Jira'],,,['Python'],"['Agile', 'Scrum', 'AI']",Magnolia,Ho Chi Minh,2025-10-31
AI / Machine Learning Engineer,Data / AI,junior,Up to $2500,At office,['Software Development Outsourcing'],['IT & Software'],"['AI', 'PyTorch', 'LLM', 'Machine Learning', 'NLP', 'Python']",,,['PyTorch'],,['Python'],"['AI', 'LLM', 'Machine Learning', 'NLP']",Designveloper (DSV),Ho Chi Minh,2025-10-31
Manual Tester,QA / Tester,senior,Unknown,At office,['Banking'],['Finance'],"['API', 'SQL']",,['API'],,,['SQL'],,Ngân hàng TMCP Phương Đông | OCB,Ho Chi Minh,2025-10-31
Frontend Developer,Frontend Developer,senior,Unknown,At office,['Insurance'],['Finance'],"['Fullstack', 'Bootstrap', 'HTML5', 'NoSQL', 'DevOps', 'Spring Boot']",,,"['Bootstrap', 'Spring Boot']",,['HTML5'],"['Fullstack', 'NoSQL', 'DevOps']",Sun Life Vietnam Insurance Company Limited,Ho Chi Minh,2025-10-30
Network Engineer,Other,mid,Up to $7000,At office,"['Blockchain & Web3 Services', 'Network and Infrastructure']","['IT & Software', 'AI / Emerging Tech']","['Rust', 'Dart', 'Cryptocurrency', 'C language', 'Networking', 'Cryptography']",,,,,"['Rust', 'Dart', 'C language']","['Cryptocurrency', 'Networking', 'Cryptography']",Smartoshi Technology,Ho Chi Minh,2025-10-30
Automation Tester,QA / Tester,junior,Unknown,At office,"['Insurance', 'Banking', 'Financial Services']",['Finance'],"['QA QC', 'Automation Test', 'Tester', 'English']",['English'],,,,,"['QA QC', 'Automation Test', 'Tester']","TPIsoftware Co., Ltd",Ho Chi Minh,2025-10-30
Product Owner,Manager / Lead,mid,Unknown,At office,"['IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['Product Management', 'Software Architecture', 'English']",['English'],,,,,"['Product Management', 'Software Architecture']",ONE Tech Stop Vietnam Company Ltd,Ho Chi Minh,2025-10-30
Test Coordinator / QAQC Coordinator,QA / Tester,Unknown,Up to $2000,At office,['Financial Services'],['Finance'],"['Tester', 'MySQL', 'SQL', 'QA QC', 'Automation Test', 'Java']",,['MySQL'],,,"['SQL', 'Java']","['Tester', 'QA QC', 'Automation Test']",Mcredit - Công ty Tài chính TNHH MB Shinsei,Ha Noi,2025-10-30
Backend Developer,Backend Developer,junior,Unknown,At office,['Financial Services'],['Finance'],"['Java', 'HTML', 'MVC', 'MySQL', 'Spring', 'JavaScript']",,['MySQL'],"['MVC', 'Spring']",,"['Java', 'HTML', 'JavaScript']",,Mcredit - Công ty Tài chính TNHH MB Shinsei,Ha Noi,2025-10-30
Backend Developer,Backend Developer,lead,Unknown,Hybrid,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Python', 'AI', 'TypeScript', 'Agile', 'Docker', 'pytest']",,"['Docker', 'pytest']",,,"['Python', 'TypeScript']","['AI', 'Agile']","MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,2025-10-30
Frontend Developer,Frontend Developer,lead,Unknown,At office,"['Banking', 'Software Development Outsourcing']","['Finance', 'IT & Software']","['ReactJS', 'Java', 'Fullstack', 'Team Management', 'JavaScript', 'English']",['English'],,['ReactJS'],,"['Java', 'JavaScript']","['Fullstack', 'Team Management']",Capgemini Vietnam,Ho Chi Minh,2025-10-30
Data Engineer,Data / AI,Unknown,Unknown,At office,['Banking'],['Finance'],"['AWS', 'DevOps']",,['AWS'],,,,['DevOps'],PVcomBank,Ha Noi,2025-10-30
Process Quality Assurance (PQA),QA / Tester,senior,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['QA QC', 'English', 'Java', 'JavaScript', 'Tester', 'Automation Test']",['English'],,,,"['Java', 'JavaScript']","['QA QC', 'Tester', 'Automation Test']",Thoughtworks Vietnam,Ho Chi Minh,2025-10-30
Fullstack Developer,Fullstack Developer,mid,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['Japanese', 'Bridge Engineer', 'Japanese IT Communication', 'ReactJS', '.NET', 'Java']",['Japanese'],,"['ReactJS', '.NET']",,['Java'],"['Bridge Engineer', 'Japanese IT Communication']",NEC Vietnam,Ha Noi,2025-10-30
AI / Machine Learning Engineer,Data / AI,fresher,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['AI', 'TensorFlow', 'PyTorch', 'Microservices', 'C++', 'Python']",,,"['TensorFlow', 'PyTorch']",,"['C++', 'Python']","['AI', 'Microservices']",MB Bank,Ha Noi,2025-10-30
DevOps Engineer,DevOps / Cloud,lead,Unknown,At office,"['E-commerce', 'Retail and Wholesale', 'IT Services and IT Consulting', 'Network and Infrastructure', 'Software Development Outsourcing']","['IT & Software', 'Ecommerce & Retail']","['DevOps', 'Cloud', 'Networking', 'CI/CD', 'AWS CloudFormation', 'AWS']",,['AWS'],,,,"['DevOps', 'Cloud', 'Networking', 'CI/CD', 'AWS CloudFormation']",Công Ty TNHH Thời trang và Mỹ phẩm châu Âu (ACFC),Ho Chi Minh,2025-10-30
Manager,Manager / Lead,intern,Unknown,At office,"['E-commerce', 'IT Hardware and Computing', 'Retail and Wholesale', 'Network and Infrastructure']","['IT & Software', 'Ecommerce & Retail']","['Team Management', 'Cloud', 'DevOps', 'AWS', 'IT Support']",,['AWS'],,,,"['Team Management', 'Cloud', 'DevOps', 'IT Support']",Công Ty TNHH Thời trang và Mỹ phẩm châu Âu (ACFC),Ho Chi Minh,2025-10-30
Business Analyst,Manager / Lead,mid,Unknown,Hybrid,"['Insurance', 'Banking', 'Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Business Analysis', 'English', 'Jira', 'User story', 'Stakeholder management', 'Agile']",['English'],['Jira'],,,,"['Business Analysis', 'User story', 'Stakeholder management', 'Agile']",Alpaca Vietnam,Ho Chi Minh,2025-10-30
Frontend Developer,Frontend Developer,senior,Unknown,At office,"['Real Estate, Property and Construction']",['Real Estate / Construction'],"['ReactJS', 'Electron', 'TypeScript', 'NodeJS', 'English']",['English'],['Electron'],['ReactJS'],,['TypeScript'],['NodeJS'],Annam Software Company,Ho Chi Minh,2025-10-30
Project Manager,Manager / Lead,intern,Up to $2449,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'Professional Services']","['IT & Software', 'Professional / Services']","['Project Management', 'AI', 'ReactJS', 'Java', 'Scrum', 'Agile']",,,['ReactJS'],,['Java'],"['Project Management', 'AI', 'Scrum', 'Agile']",Innotech Vietnam Corporation,Other,2025-10-30
Automation Tester,QA / Tester,senior,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['Tester', 'Automation Test', 'QA QC']",,,,,,"['Tester', 'Automation Test', 'QA QC']",Mercatus,Ho Chi Minh,2025-10-30
Manual Tester,QA / Tester,junior,Up to $900,At office,['IT Services and IT Consulting'],['IT & Software'],"['Tester', 'Database', 'QA QC', 'English', 'SQL']",['English'],,,,['SQL'],"['Tester', 'Database', 'QA QC']",SanAn Corporation,Ha Noi,2025-10-30
Automation Tester,QA / Tester,intern,Up to $3000,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing']",['IT & Software'],"['Automation Test', 'QA QC']",,,,,,"['Automation Test', 'QA QC']",East Agile,Ho Chi Minh,2025-10-30
Fullstack Developer,Fullstack Developer,senior,Up to $4000,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing']",['IT & Software'],"['AI', 'ReactJS', 'Fullstack', 'Python']",,,['ReactJS'],,['Python'],"['AI', 'Fullstack']",East Agile,Ho Chi Minh,2025-10-30
Automation Tester,QA / Tester,mid,Unknown,At office,"['Real Estate, Property and Construction']",['Real Estate / Construction'],"['QA QC', 'Automation Test', 'Tester']",,,,,,"['QA QC', 'Automation Test', 'Tester']",SAVILLS VIETNAM,Ho Chi Minh,2025-10-30
UX/UI Designer,UX/UI Designer,intern,Unknown,At office,"['E-commerce', 'Media, Advertising and Entertainment', 'IT Services and IT Consulting', 'Software Products and Web Services', 'Creative and Design']","['IT & Software', 'Ecommerce & Retail', 'Media / Creative']","['UI-UX', 'User flows', 'Responsive Design', 'Figma', 'Design', 'Chinese']",['Chinese'],['Figma'],,,,"['UI-UX', 'User flows', 'Responsive Design', 'Design']",IT Consultis,Ho Chi Minh,2025-10-30
IT Consultant,Other,Unknown,Unknown,Hybrid,"['Banking', 'IT Services and IT Consulting', 'Software Products and Web Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software']","['Business Analysis', 'French', 'SQL', 'Project Management', 'Data Analysis', 'IT Support']",['French'],,,,['SQL'],"['Business Analysis', 'Project Management', 'Data Analysis', 'IT Support']",Confluence Vietnam (HCMC),Ho Chi Minh,2025-10-29
Test Coordinator / QAQC Coordinator,QA / Tester,mid,Up to $1200,At office,"['E-commerce', 'Financial Services']","['Finance', 'Ecommerce & Retail']","['QA QC', 'API', 'Mobile Apps', 'Tester']",,['API'],,,,"['QA QC', 'Mobile Apps', 'Tester']",CÔNG TY TNHH FINAN,Ho Chi Minh,2025-10-29
Data Engineer,Data / AI,junior,Unknown,At office,"['IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['Python', 'Data Warehousing', 'Data Engineer', 'SQL']",,,,,"['Python', 'SQL']","['Data Warehousing', 'Data Engineer']",Viettel Software Services (A Member of Viettel Group),Ha Noi,2025-10-29
Backend Developer,Backend Developer,senior,Unknown,At office,['Financial Services'],['Finance'],"['Python', 'LLM', 'Golang', 'AI', 'NodeJS', 'SQL']",,,,,"['Python', 'Golang', 'SQL']","['LLM', 'AI', 'NodeJS']",Trusting Social,Ho Chi Minh,2025-10-29
Backend Developer,Backend Developer,junior,Unknown,Remote,['IT Services and IT Consulting'],['IT & Software'],"['PHP', 'English', 'MongoDB', 'Laravel', 'Symfony']",['English'],['MongoDB'],"['Laravel', 'Symfony']",,['PHP'],,Gradion,Ho Chi Minh,2025-10-29
Backend Developer,Backend Developer,mid,Unknown,At office,"['E-commerce', 'Financial Services']","['Finance', 'Ecommerce & Retail']","['Golang', 'Elasticsearch', 'Redis', 'PostgreSql', 'Microservices']",,"['Elasticsearch', 'Redis', 'PostgreSql']",,,['Golang'],['Microservices'],CÔNG TY TNHH FINAN,Ho Chi Minh,2025-10-29
Mobile Application Developer,Backend Developer,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['iOS', 'Swift', 'Objective C']",,,,,['Swift'],"['iOS', 'Objective C']",bravesoft Vietnam,Ho Chi Minh,2025-10-29
Fullstack Developer,Fullstack Developer,senior,Up to $2041,Remote,['Financial Services'],['Finance'],"['.NET', 'Angular', 'SQL']",,,"['.NET', 'Angular']",,['SQL'],,VLINKPAY,Ho Chi Minh,2025-10-29
Integration & Legacy Systems Developer,Other,mid,Up to $2000,Hybrid,['Manufacturing and Engineering'],['Engineering / Manufacturing'],"['C++', 'OOP', 'C language']",,,,,"['C++', 'C language']",['OOP'],"YAMAHA ROBOTICS ENGINEERING ASIA CO., LTD",Ho Chi Minh,2025-10-29
Product Owner,Manager / Lead,lead,Up to $2000,At office,"['Education and Training', 'Non-Profit and Social Services', 'Healthcare', 'Professional Services']","['Education / NGO', 'Healthcare', 'Professional / Services']","['Product Owner', 'UI-UX', 'Product roadmap', 'Product strategy', 'Product Management', 'Agile']",,,,,,"['Product Owner', 'UI-UX', 'Product roadmap', 'Product strategy', 'Product Management', 'Agile']",GaneshAID Consultancy Company Limited,Ha Noi,2025-10-29
Automation Tester,QA / Tester,senior,Unknown,At office,"['E-commerce', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['QA QC', 'Robot Framework', 'Selenium', 'Database', 'SQL', 'English']",['English'],['Robot Framework'],,['Selenium'],['SQL'],"['QA QC', 'Database']","Niteco Vietnam Co., Ltd",Ho Chi Minh,2025-10-29
Backend Developer,Backend Developer,senior,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['Golang', 'Database', 'GCP', 'Kubernetes', 'Redis', 'SQL']",,"['GCP', 'Kubernetes', 'Redis']",,,"['Golang', 'SQL']",['Database'],Athena Hub,Ho Chi Minh,2025-10-29
AI / Machine Learning Engineer,Data / AI,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['AI', 'Data Engineer', 'Machine Learning', 'Java', 'Python']",,,,,"['Java', 'Python']","['AI', 'Data Engineer', 'Machine Learning']",Saigon Technology,Ho Chi Minh,2025-10-29
Fullstack Developer,Fullstack Developer,senior,Up to $2245,At office,['Healthcare'],['Healthcare'],"['ReactJS', 'NestJS', 'NextJS', 'TypeScript', 'React Native', 'SQL']",,,"['ReactJS', 'NestJS', 'NextJS']",,"['TypeScript', 'SQL']",['React Native'],BEWAO CORPORATION,Ho Chi Minh,2025-10-29
Project Manager,Manager / Lead,senior,Unknown,At office,"['Insurance', 'Banking', 'IT Services and IT Consulting', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software']","['Project Management', 'Product Owner', 'Lean Project Management', 'Product Management', 'Leadership', 'Team Management']",,,,,,"['Project Management', 'Product Owner', 'Lean Project Management', 'Product Management', 'Leadership', 'Team Management']",HSC,Ho Chi Minh,2025-10-29
Fullstack Developer,Fullstack Developer,senior,Unknown,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['.NET', 'AWS', 'API', 'JavaScript', 'SQL', 'C#']",,"['AWS', 'API']",['.NET'],,"['JavaScript', 'SQL', 'C#']",,SGH Asia Ltd.,Ho Chi Minh,2025-10-29
Fullstack Developer,Fullstack Developer,senior,Unknown,At office,"['Tourism and Hospitality Services', 'AI Software & Services']","['AI / Emerging Tech', 'Hospitality / F&B']","['NodeJS', 'ReactJS', 'AI', 'Python']",,,['ReactJS'],,['Python'],"['NodeJS', 'AI']",Inbox4us,Ho Chi Minh,2025-10-29
Backend Developer,Backend Developer,mid,Unknown,Hybrid,['Financial Services'],['Finance'],"['Java', 'Cloud', 'Microservices', 'Python', 'Spring Boot', 'AWS']",,['AWS'],['Spring Boot'],,"['Java', 'Python']","['Cloud', 'Microservices']",TymeX,Ho Chi Minh,2025-10-29
Software Engineer in Test (SDET),QA / Tester,lead,Up to $2500,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Financial Services', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Tester', 'Integration test', 'Unit test', 'Automation Test', 'English', 'QA QC']",['English'],,,,,"['Tester', 'Integration test', 'Unit test', 'Automation Test', 'QA QC']",Blue Belt Technology,Ha Noi,2025-10-29
Manager,Manager / Lead,lead,Unknown,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['C#', 'Python', 'Golang', 'Java', 'English']",['English'],,,,"['C#', 'Python', 'Golang', 'Java']",,HRS Group,Ho Chi Minh,2025-10-29
Bridge System Engineer (BrSE),Other,Unknown,Up to $2000,At office,['Software Products and Web Services'],['IT & Software'],"['PHP', 'Bridge Engineer', 'Japanese IT Communication', 'Japanese', 'CSS', 'JavaScript']",['Japanese'],,,,"['PHP', 'CSS', 'JavaScript']","['Bridge Engineer', 'Japanese IT Communication']",B-CREATE,Ho Chi Minh,2025-10-29
Automation Tester,QA / Tester,senior,Unknown,Hybrid,['Software Development Outsourcing'],['IT & Software'],"['Automation Test', 'Selenium', 'API', 'Tester', 'QA QC']",,['API'],,['Selenium'],,"['Automation Test', 'Tester', 'QA QC']",soxes AG,Ho Chi Minh,2025-10-28
Frontend Developer,Frontend Developer,mid,Up to $2300,At office,"['Insurance', 'Pharmaceuticals', 'IT Services and IT Consulting', 'Software Products and Web Services', 'Healthcare']","['Finance', 'IT & Software', 'Healthcare']","['ReactJS', 'TypeScript', 'JavaScript']",,,['ReactJS'],,"['TypeScript', 'JavaScript']",,Fullerton Health,Ho Chi Minh,2025-10-28
Business Analyst,Manager / Lead,Unknown,Unknown,At office,['Banking'],['Finance'],"['Business Analysis', 'BPMN', 'UML', 'Scrum', 'Agile']",,,,,,"['Business Analysis', 'BPMN', 'UML', 'Scrum', 'Agile']",HDBank,Ho Chi Minh,2025-10-28
UX/UI Designer,UX/UI Designer,principal,Up to $3500,At office,"['IT Services and IT Consulting', 'Transportation, Logistics and Warehouse', 'Software Products and Web Services', 'Creative and Design', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Logistics', 'Media / Creative']","['UI-UX', 'Product Design', 'Mobile Apps', 'Visual Design', 'Figma', 'English']",['English'],['Figma'],,,,"['UI-UX', 'Product Design', 'Mobile Apps', 'Visual Design']",Moatable,Ho Chi Minh,2025-10-28
Technical Writer,Other,mid,Up to $1500,Hybrid,"['E-commerce', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['English', 'User flows', 'Business Analysis', 'Technical Writing']",['English'],,,,,"['User flows', 'Business Analysis', 'Technical Writing']",Breadstack Technologies Inc,Ha Noi,2025-10-28
Backend Developer,Backend Developer,Unknown,Up to $3000,At office,"['IT Services and IT Consulting', 'Cyber Security', 'Network and Infrastructure', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['C++', 'Windows', 'Linux', 'OOP']",,,,,['C++'],"['Windows', 'Linux', 'OOP']",OPSWAT Software Vietnam,Ho Chi Minh,2025-10-28
Mobile Application Developer,Backend Developer,mid,Unknown,At office,"['Banking', 'Software Products and Web Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software']","['React Native', 'API', 'Kotlin', 'Swift', 'Agile', 'Mobile Apps']",,['API'],,,"['Kotlin', 'Swift']","['React Native', 'Agile', 'Mobile Apps']",Ngân Hàng Á Châu | ACB,Ho Chi Minh,2025-10-28
Project Manager,Manager / Lead,senior,Unknown,At office,"['Banking', 'Software Products and Web Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software']","['Project Management', 'Stakeholder management', 'Leadership', 'Jira', 'Scrum', 'Agile']",,['Jira'],,,,"['Project Management', 'Stakeholder management', 'Leadership', 'Scrum', 'Agile']",Ngân Hàng Á Châu | ACB,Ho Chi Minh,2025-10-28
Frontend Developer,Frontend Developer,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'JSON', 'English', 'API', 'NextJS']",['English'],['API'],['NextJS'],,,"['NodeJS', 'JSON']",Xenia Tech,Ho Chi Minh,2025-10-28
Project Manager,Manager / Lead,Unknown,Unknown,At office,['Tourism and Hospitality Services'],['Hospitality / F&B'],"['Project Management', 'AI', 'Agile', 'Business Analysis']",,,,,,"['Project Management', 'AI', 'Agile', 'Business Analysis']",Inbox4us,Ho Chi Minh,2025-10-28
Fullstack Developer,Fullstack Developer,mid,Unknown,Hybrid,"['IT Services and IT Consulting', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Python', 'NodeJS', 'ReactJS', 'English']",['English'],,['ReactJS'],,['Python'],['NodeJS'],CodeLink,Ho Chi Minh,2025-10-28
Backend Developer,Backend Developer,mid,Up to $2300,Hybrid,"['Software Development Outsourcing', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['PHP', 'MySQL', 'CI/CD', 'AWS', 'Laravel', 'CakePHP']",,"['MySQL', 'AWS']","['Laravel', 'CakePHP']",,['PHP'],['CI/CD'],Vitalify Asia,Ho Chi Minh,2025-10-27
Frontend Developer,Frontend Developer,intern,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['ReactJS', 'TypeScript', 'JavaScript']",,,['ReactJS'],,"['TypeScript', 'JavaScript']",,Sisu Network,Ho Chi Minh,2025-10-27
Backend Developer,Backend Developer,senior,Up to $4000,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Securities & Investment', 'Financial Services', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Java', 'AWS', 'Cloud', 'Microservices', 'JavaScript', 'English']",['English'],['AWS'],,,"['Java', 'JavaScript']","['Cloud', 'Microservices']",Blue Belt Technology,Ha Noi,2025-10-27
Product Owner,Manager / Lead,Unknown,Up to $2000,At office,['Banking'],['Finance'],"['Product Owner', 'Business Analysis', 'UI-UX']",,,,,,"['Product Owner', 'Business Analysis', 'UI-UX']",ATOMI DIGITAL,Ha Noi,2025-10-27
Backend Developer,Backend Developer,mid,Up to $1600,At office,['Banking'],['Finance'],"['Java', 'Kafka', 'Docker', 'MySQL', 'Oracle']",,"['Kafka', 'Docker', 'MySQL', 'Oracle']",,,['Java'],,ATOMI DIGITAL,Ha Noi,2025-10-27
Backend Developer,Backend Developer,senior,Unknown,At office,"['E-commerce', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Ecommerce & Retail']","['Golang', 'MongoDB', 'CI/CD', 'API', 'English', 'NoSQL']",['English'],"['MongoDB', 'API']",,,['Golang'],"['CI/CD', 'NoSQL']",FireGroup,Ho Chi Minh,2025-10-27
Frontend Developer,Frontend Developer,senior,Up to $3300,At office,['Software Products and Web Services'],['IT & Software'],"['Angular', 'TypeScript', 'CSS']",,,['Angular'],,"['TypeScript', 'CSS']",,AVNON,Ho Chi Minh,2025-10-27
AI / Machine Learning Engineer,Data / AI,mid,Up to $2000,At office,"['Banking', 'Software Development Outsourcing', 'Software Products and Web Services', 'Financial Services', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Python', 'Machine Learning', 'AI', 'English', 'Generative AI']",['English'],,,,['Python'],"['Machine Learning', 'AI', 'Generative AI']",Cloud Ace,Ha Noi,2025-10-27
Test Coordinator / QAQC Coordinator,QA / Tester,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Data Analysis', 'Data Warehousing', 'Data modeling', 'Python', 'SQL']",,,,,"['Python', 'SQL']","['Data Analysis', 'Data Warehousing', 'Data modeling']",Sellerwix,Da Nang,2025-10-26
Test Coordinator / QAQC Coordinator,QA / Tester,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['QA QC', 'English', 'Database', 'GraphQL', 'Tester']",['English'],,,['GraphQL'],,"['QA QC', 'Database', 'Tester']",Sellerwix,Da Nang,2025-10-26
Business Analyst,Manager / Lead,junior,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['Business Analysis', 'Odoo', 'ERP', 'English']",['English'],,,,,"['Business Analysis', 'Odoo', 'ERP']",Công ty Cổ phần Global AI,Ha Noi,2025-10-26
Backend Developer,Backend Developer,mid,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['Odoo', 'JSON', 'Git', 'API', 'PostgreSql', 'Python']",,"['Git', 'API', 'PostgreSql']",,,['Python'],"['Odoo', 'JSON']",Công ty Cổ phần Global AI,Ha Noi,2025-10-26
Low-Code/No-Code Developer,Other,junior,Unknown,At office,"['Real Estate, Property and Construction', 'IT Services and IT Consulting', 'Trading and Commercial', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail', 'Real Estate / Construction']","['Microsoft Power Apps', 'English', 'Tester', 'Data Analysis', 'SQL', 'Sharepoint']",['English'],,,,['SQL'],"['Microsoft Power Apps', 'Tester', 'Data Analysis', 'Sharepoint']",Công ty cổ phần Xây dựng và công nghiệp NSN,Ha Noi,2025-10-25
Fullstack Developer,Fullstack Developer,intern,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['.NET', 'SQL', '.Net Core', 'TypeScript', 'ReactJS']",,,"['.NET', '.Net Core', 'ReactJS']",,"['SQL', 'TypeScript']",,CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ VCI,Ha Noi,2025-10-25
Business Analyst,Manager / Lead,mid,Up to $1837,At office,"['Media, Advertising and Entertainment', 'IT Services and IT Consulting', 'Software Products and Web Services', 'Professional Services']","['IT & Software', 'Professional / Services', 'Media / Creative']","['Business Analysis', 'English', 'UI-UX', 'Agile', 'Stakeholder management', 'Jira']",['English'],['Jira'],,,,"['Business Analysis', 'UI-UX', 'Agile', 'Stakeholder management']",CÔNG TY CỔ PHẦN SÁNG TẠO VÀ GIẢI PHÁP SỐ Á CHÂU,Ha Noi,2025-10-25
Bridge System Engineer (BrSE),Other,junior,Up to $1020,At office,['IT Services and IT Consulting'],['IT & Software'],"['Bridge Engineer', 'Project Management', 'Japanese']",['Japanese'],,,,,"['Bridge Engineer', 'Project Management']",Công ty TNHH Fumirai Việt Nam,Da Nang,2025-10-25
Backend Developer,Backend Developer,junior,Up to $1224,At office,['IT Services and IT Consulting'],['IT & Software'],"['ReactJS', 'React Native', 'NextJS', 'NestJS', 'Angular', 'NodeJS']",,,"['ReactJS', 'NextJS', 'NestJS', 'Angular']",,,"['React Native', 'NodeJS']",Công ty TNHH Fumirai Việt Nam,Da Nang,2025-10-25
Software/Technical Architect,Manager / Lead,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'OOP', 'MySQL', 'MongoDB', 'PostgreSql', 'Spring Boot']",,"['MySQL', 'MongoDB', 'PostgreSql']",['Spring Boot'],,['Java'],['OOP'],GM Solutions,Ha Noi,2025-10-25
AI / Machine Learning Engineer,Data / AI,lead,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['AI', 'Python', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",,,,,['Python'],"['AI', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'NLP']",Công ty TNHH Thương mại và Dịch vụ Amcare,Ha Noi,2025-10-25
